id_vuelo,probabilidad,demora
25156,0.139092505266064,0
27277,0.14473950656055706,0
16704,0.39383180015336844,1
11969,0.20877105423992304,0
14937,0.672065965183505,1
12113,0.1572205605029093,0
10879,0.27399009184052275,0
29076,0.2553225857955857,0
22990,0.20821261364813842,0
17278,0.39143461094571047,1
15710,0.3206302358417742,1
22079,0.1998605809179016,0
16688,0.5852963940859273,1
16419,0.313959995148604,1
20432,0.4234916243307145,1
19983,0.44220677226014893,1
29074,0.1947511135766642,0
14630,0.38056439757495375,1
18863,0.5372147191246082,1
14668,0.48423987884216113,1
24164,0.12149509410304898,0
10386,0.36500777450654287,1
14187,0.38127905156236774,1
15346,0.4643241718570568,1
12196,0.18211159333225746,0
24991,0.2028075282537443,0
22635,0.2526799478465789,0
11078,0.3883222918586237,1
16287,0.602258675722309,1
15934,0.147697672443756,0
28513,0.3356776872289878,1
29718,0.22858979587362663,0
23364,0.1483216472915551,0
18073,0.35738064812370857,1
27021,0.29503942629989943,0
19544,0.34804775327893867,1
29095,0.3872077124437922,1
23356,0.14971493679721015,0
28632,0.2676985063542381,0
12849,0.3474778540671221,1
22792,0.32178681993243824,1
17723,0.13150386717413887,0
10813,0.2667393791479464,0
21194,0.2900272285557243,0
15136,0.26466642909314136,0
18511,0.28041471124719963,0
17435,0.45771593989576526,1
26477,0.6485868050805137,1
10937,0.14703136556033153,0
21966,0.22770403031702668,0
11693,0.6165998541391666,1
16217,0.1510138990690343,0
19460,0.4215210033084461,1
22528,0.22378981601851086,0
25485,0.23619056246056952,0
15793,0.24204487947002457,0
22267,0.15323570660179925,0
12222,0.2891156502620639,0
25758,0.24887130684482936,0
14694,0.3503951632113245,1
20109,0.37235625911809217,1
15108,0.23140282313793384,0
23481,0.3417431389949602,1
14746,0.22755609115750794,0
11605,0.4396164951998741,1
27396,0.49245724822407744,1
26864,0.35417599907049396,1
18214,0.40854936032971617,1
11093,0.2411190068986238,0
23885,0.14516434663785652,0
16312,0.3340654725775334,1
19013,0.3149992151012668,1
10352,0.22232302200516837,0
24783,0.4481115549770547,1
11531,0.3993501240452222,1
23592,0.16071692381657585,0
25216,0.23598749513244918,0
21541,0.31340395578230645,1
10219,0.22049572776770485,0
16814,0.25534942016415835,0
15358,0.2064761877636143,0
25730,0.1968392023535697,0
23044,0.30738491928858735,1
11454,0.36119180016249414,1
24933,0.3587104239125816,1
14741,0.40535124393963246,1
12815,0.1596520908189913,0
17887,0.2268357181572639,0
14974,0.4926194003005721,1
11183,0.2677982859312534,0
20036,0.21200766327041767,0
13948,0.25108116712365164,0
13190,0.44509349774992835,1
24481,0.08929729964341541,0
29827,0.4466683395245393,1
19624,0.12939615616808336,0
11007,0.18617964343700188,0
12326,0.1929411135150175,0
20646,0.7232682011447636,1
29524,0.3138628677381687,1
27726,0.39329169796144614,1
15744,0.1615034397354832,0
22681,0.26641626711984023,0
24584,0.2256206645065375,0
29258,0.24896163569199564,0
21882,0.21288005755946826,0
11028,0.32092639977158527,1
14070,0.18154699930678597,0
28573,0.18713573785904475,0
24653,0.5231418714791154,1
16651,0.724006562508443,1
25784,0.2761602905881305,0
27649,0.19732718144935357,0
14623,0.6687570387108693,1
20386,0.3661557803645261,1
23671,0.7098395433569707,1
24047,0.26600622811777913,0
11963,0.4787915203388049,1
29875,0.363905574181741,1
11600,0.21977539584514114,0
19676,0.1905571860063966,0
20953,0.3052695832853756,1
14334,0.3448258552127358,1
22100,0.19124689834059472,0
16956,0.3074359041449375,1
28822,0.4602039988161814,1
18546,0.24638634033625303,0
25975,0.24479483229595767,0
23723,0.33898851575117334,1
10696,0.25294446497938533,0
25631,0.3755486166884067,1
23590,0.15608199846847168,0
24522,0.33481406047002943,1
29918,0.27945713416994306,0
19771,0.15106291918267106,0
23378,0.18856516902979867,0
11035,0.1919951723981099,0
20843,0.17977834866167225,0
26593,0.2012902328309147,0
20422,0.27200966810430954,0
20980,0.3301088018279447,1
12128,0.12554660823803115,0
22188,0.3661353645551454,1
15971,0.24482706503459184,0
23226,0.1896136768809403,0
10994,0.34512695737286614,1
25085,0.5735271458160914,1
24846,0.16895231161914986,0
24946,0.27030982970278666,0
10448,0.39435699827800536,1
27278,0.4574191884912746,1
15454,0.23684224415724206,0
13212,0.2624483830877314,0
15562,0.42364627454843423,1
28912,0.2461470740227054,0
13211,0.19203129855334616,0
23814,0.13537921458512173,0
18967,0.7293098963590243,1
27654,0.17346464578813336,0
20650,0.17617675798691648,0
29715,0.2541304590118187,0
13972,0.2078853247243441,0
20808,0.22339370742821016,0
29545,0.26484062273226866,0
21367,0.22736181885314607,0
13779,0.3378273623285011,1
23080,0.13049327669561117,0
16353,0.4168616697266761,1
14008,0.30096802100285885,0
13777,0.7071935245596365,1
27148,0.145306672796596,0
24105,0.3720412908887274,1
29146,0.3668193907205574,1
29184,0.15124166395663097,0
18427,0.2558380536232582,0
14338,0.3668370010446745,1
18118,0.14603362015271878,0
17764,0.2804834649374207,0
24013,0.19070841781437248,0
23652,0.3145951658432631,1
10439,0.6256028056187157,1
26534,0.25757123707926227,0
13270,0.1627825973420178,0
13753,0.3904472839312433,1
19114,0.23874457885256214,0
19441,0.2693471557297198,0
11740,0.3324080512426676,1
10607,0.4816146591705833,1
27086,0.4975675877592301,1
22999,0.22085567185257082,0
26973,0.243308192404588,0
28367,0.14663574441098734,0
25684,0.12131583298093546,0
21038,0.26315475975950375,0
15747,0.278389874172608,0
21585,0.13901241708789647,0
16271,0.7219609204854301,1
18852,0.42705682044313475,1
28409,0.18472666167920707,0
16601,0.5332384917524305,1
21379,0.23023366463189476,0
27190,0.24788867250899949,0
21606,0.41316833725481483,1
16910,0.1470911443902793,0
10739,0.5716388381261954,1
11995,0.280904464200327,0
10120,0.19273946805016717,0
24927,0.48361378617889983,1
27610,0.22212487338508943,0
27437,0.16026758917172748,0
28554,0.19662970744907363,0
17294,0.4432745116422625,1
13406,0.3496835065144304,1
20538,0.511208867823225,1
28467,0.3699057645834135,1
18627,0.38515656770673734,1
13482,0.7233229910133917,1
27819,0.26297221919230496,0
10128,0.33792028728432333,1
23427,0.12417741577907276,0
20611,0.4908597023845897,1
25274,0.23599502121195343,0
29581,0.8400219968483331,1
29286,0.34418694710266007,1
22823,0.32372338239808013,1
13074,0.15725304800076798,0
12381,0.3520586506707252,1
12484,0.3813640717038892,1
13462,0.2035913965714143,0
25232,0.24892471033439603,0
17459,0.6463516921354495,1
25885,0.7596913367866014,1
16886,0.17135833771186154,0
25098,0.2238871506943365,0
28685,0.1494978866853781,0
24971,0.3480383900324407,1
10804,0.33855656370386705,1
10475,0.25685862097430257,0
18609,0.20762650217883616,0
16483,0.2106042838657934,0
28288,0.34886028895107085,1
15558,0.2916285226217021,0
23949,0.44782807834099686,1
18892,0.5941678675476596,1
22522,0.14282299412475732,0
14449,0.17307391686212864,0
10485,0.5165976679103174,1
20423,0.17622038160714024,0
29412,0.1954394033200562,0
24901,0.31210273187816007,1
21227,0.45081706156689855,1
29133,0.39420732102746914,1
17921,0.15629125260629745,0
17912,0.2414457726980115,0
12767,0.5023395227683071,1
24866,0.23268289034798495,0
26507,0.6206419176379118,1
21689,0.22669431452782915,0
14038,0.1306319272743212,0
10857,0.15499449255511005,0
26137,0.33269516641829705,1
18831,0.38345820879297127,1
18804,0.19317044164132494,0
21839,0.2894828513521415,0
13827,0.2477327084518557,0
28128,0.2427212922956342,0
15996,0.27530894677398693,0
10504,0.13071088906104447,0
12960,0.2631992108292328,0
17989,0.3265481155703537,1
19641,0.2395241890721998,0
18110,0.1823617681229323,0
15383,0.130209131381313,0
23952,0.3751372339763619,1
23139,0.6609127922477978,1
27988,0.3864538953669858,1
23436,0.6049647620014479,1
17726,0.22376641155368798,0
22034,0.2367148779499244,0
18130,0.1780128523674441,0
22788,0.17071410582755078,0
18293,0.19374495027466307,0
28322,0.3263872980572561,1
23061,0.20286136156689635,0
13296,0.5999878943225144,1
18958,0.3998227316156701,1
10116,0.48100028982724813,1
15648,0.11802088814463883,0
22625,0.16865140849925256,0
24748,0.18695771424139293,0
17182,0.2124133833067703,0
11711,0.14135323304591904,0
25958,0.15746122779537997,0
15818,0.33113280399685296,1
25279,0.29214348448744404,0
12481,0.4764026087730337,1
20251,0.24143463301447987,0
14033,0.1861879836917089,0
23348,0.2295477159063323,0
26531,0.13794688770371963,0
19515,0.2841650970499025,0
14611,0.19163686568520172,0
15118,0.19408244298899585,0
26947,0.14597478687102486,0
16386,0.3285909861142505,1
25140,0.16768812391327423,0
16272,0.4926450361073272,1
10342,0.34988152477925105,1
10829,0.25187368572514157,0
22530,0.15078368989722102,0
21552,0.16714531610061037,0
19528,0.5596747515092866,1
21837,0.15747253030880673,0
10314,0.17104390000250402,0
21698,0.27939878601382995,0
20052,0.15960009567733224,0
22864,0.5519045969694535,1
26071,0.3770611314974317,1
27137,0.39134721698518216,1
28262,0.33213015677582514,1
14910,0.1702482627731799,0
27797,0.5714898986694648,1
18874,0.23359487063051568,0
28286,0.7432845802800055,1
10410,0.650809597553691,1
13796,0.4030709669921906,1
12704,0.2856545886365861,0
20343,0.33277012001106265,1
14982,0.276192387777592,0
18583,0.6787489232937094,1
17668,0.4836902380054172,1
27518,0.14374922990011496,0
27184,0.1842969460856006,0
19726,0.32506044478178675,1
28154,0.22243624768502746,0
17500,0.4541386957564723,1
27037,0.21156842417657926,0
17721,0.1432428054564468,0
11906,0.15141994464046996,0
16718,0.19029761679121676,0
12175,0.3292196522095776,1
16770,0.30513195636791274,1
17162,0.26334185670856314,0
16505,0.4767055911358722,1
28766,0.12711317390076834,0
14421,0.33365386415638904,1
11273,0.20846996385193184,0
10452,0.3090809601526353,1
13520,0.30362892925190915,0
27478,0.16273987045694932,0
19568,0.17123876886251382,0
10248,0.40986739242845405,1
27816,0.23487495976841608,0
11748,0.48582743048671595,1
12086,0.2644673277576577,0
22493,0.30805706444019604,1
23352,0.3625278621664437,1
14975,0.2583141773125967,0
13499,0.3649196302479233,1
23443,0.19035854909662897,0
11085,0.4180983537597009,1
14936,0.19996327263365918,0
16238,0.5091109231575354,1
16735,0.15711046535079923,0
22984,0.24403211615483003,0
24250,0.3502043659707609,1
21983,0.22159504420777112,0
15923,0.6201974428176272,1
27269,0.4534555304072404,1
18949,0.14625011679523986,0
29451,0.2546480449237982,0
14150,0.28244281293020096,0
15100,0.40731725803163293,1
19513,0.20003024658431146,0
23260,0.17112301612302275,0
27361,0.3865633959370909,1
27038,0.764694177758008,1
13336,0.4737154668928177,1
27586,0.16760921016297528,0
29820,0.18977960711204447,0
23729,0.19835723241385594,0
19894,0.3573808002421211,1
17651,0.23749893751300344,0
12239,0.2792170564980175,0
24205,0.23447411806320595,0
10252,0.28945190721354436,0
18197,0.46982058127257104,1
14707,0.2814117649448911,0
18144,0.19478290650203509,0
12715,0.46806091628906316,1
28080,0.21953515766252615,0
19530,0.25290367542700354,0
20342,0.32251199692824406,1
25291,0.24823442464054388,0
10327,0.5734164755889943,1
14981,0.2801057197605705,0
17439,0.20983150174487816,0
16648,0.3990823001823731,1
16259,0.5025256289214606,1
19048,0.5110500950084421,1
13394,0.2655057229229424,0
27665,0.33022741065130157,1
29415,0.1917754719605005,0
26118,0.3760280749515385,1
11338,0.1706734863450347,0
13169,0.4931652686876174,1
22861,0.2992128362622526,0
29815,0.26392166446842164,0
12394,0.22897382568792668,0
29916,0.4058941273224787,1
25180,0.14977030005988864,0
15924,0.29638462666271775,0
26298,0.21915968039804354,0
12744,0.17412867467907714,0
15006,0.7572663415725545,1
28717,0.3287776446243791,1
29614,0.31513338307499206,1
21644,0.7361380724049015,1
14120,0.5843737735620312,1
12091,0.6384322221482919,1
17444,0.48569969720741474,1
18732,0.3253355568786252,1
24405,0.15488843106900804,0
15703,0.33463250243175635,1
13801,0.38779440211961075,1
21420,0.17770796202611697,0
12009,0.13765109763611832,0
11494,0.3644814167214874,1
19283,0.3056503288129692,1
17790,0.20301409137111784,0
13849,0.23611941330812963,0
25651,0.18535059706203574,0
29144,0.43685232784990174,1
28552,0.5592547781683617,1
29250,0.6834998833283192,1
14195,0.41481638314183195,1
11513,0.2944454864123667,0
12749,0.23792895587724439,0
28212,0.3791954095751251,1
13734,0.3069175676181713,1
17655,0.41678490939535023,1
12347,0.30106229867797474,0
12520,0.6213139119691319,1
10719,0.41767686220593603,1
10140,0.2796823678101606,0
27948,0.7056194455987225,1
27763,0.28669246776594315,0
12445,0.2412637518672711,0
15199,0.566595966163068,1
11403,0.25344461175408606,0
26322,0.14940701412721488,0
11731,0.8338427104818356,1
19261,0.15635921986634133,0
13722,0.36076133990505954,1
27841,0.4686286062549691,1
29737,0.46042789208680335,1
18122,0.25533972014086165,0
19532,0.23052360213189008,0
27731,0.27380693287000313,0
28907,0.4044902338859204,1
24284,0.2829934978158684,0
14075,0.39169844760914424,1
19050,0.5241021052655999,1
16439,0.4835141487296893,1
12268,0.36082210440568707,1
12831,0.2504650993558158,0
20496,0.22583584022934047,0
24178,0.3460940755981593,1
22292,0.1852246229502292,0
18367,0.22360218424128747,0
26895,0.3250903942487594,1
18467,0.4316333636440581,1
12933,0.31131293689299366,1
23785,0.3935083504123645,1
26076,0.1512564807336896,0
22951,0.22123638853893643,0
12947,0.32896639550848017,1
27515,0.396267566193096,1
21293,0.2576923181467521,0
29607,0.4449278701221441,1
19391,0.20083770740015208,0
19294,0.4185928414450684,1
27748,0.3722692782975078,1
16163,0.22451811534441649,0
19759,0.22587302950428786,0
18545,0.7764980736186833,1
12580,0.45280977313407295,1
14388,0.3150047018798492,1
21226,0.7467535128628806,1
28150,0.20552601068601617,0
14833,0.2866131626785233,0
19392,0.15168570355653355,0
16706,0.1755067698307467,0
26193,0.23829168752284174,0
12627,0.5850464732824942,1
19099,0.6589239722594289,1
20873,0.17543340330648696,0
16889,0.3234785674637538,1
29365,0.3382142182087282,1
15688,0.25024054556338593,0
14950,0.35454202222922365,1
24307,0.3421070160523349,1
21331,0.1528674329728954,0
29491,0.20835878485337264,0
11806,0.24593431193948306,0
23812,0.23779834003637818,0
21998,0.24507906608964228,0
26481,0.22579344333639076,0
18509,0.4691096552138233,1
29716,0.18310149941342274,0
18576,0.19454727943883943,0
14878,0.16425545698399666,0
20880,0.14947346993430563,0
11148,0.14199301496873187,0
16077,0.1892583556186396,0
16310,0.2520727325351621,0
16211,0.19424894786099992,0
26880,0.26109823703703405,0
15715,0.254282704064137,0
25993,0.6420615542055532,1
25144,0.23050026151610642,0
23303,0.17374156084647624,0
10425,0.29692646401531103,0
17361,0.1391710917698411,0
29417,0.44194311543697634,1
17242,0.21989430734843743,0
25704,0.46314030349042334,1
19996,0.4848730970210252,1
25487,0.2168056237886178,0
12178,0.2074752416702779,0
17052,0.24318850485461174,0
16406,0.2025876748697626,0
15352,0.18206994948797225,0
22907,0.22856997639181934,0
11607,0.2100437174544891,0
13063,0.4733649773573747,1
27403,0.3653929575123529,1
13489,0.295637834985218,0
14202,0.27835575767494886,0
28506,0.5324145739885869,1
27688,0.10199435639744549,0
26599,0.18745423825246038,0
12806,0.21884843265262463,0
22350,0.2061580166602853,0
28690,0.2823580181237391,0
16249,0.3616754708519532,1
19705,0.3003413667392621,0
16915,0.20076227659477958,0
24038,0.29151438717265526,0
14032,0.1385574004876873,0
14450,0.17262604675680973,0
21263,0.2069039353488766,0
28577,0.2173747502774003,0
13529,0.2837300432610673,0
28788,0.4014467888120708,1
25570,0.5930240505958022,1
27683,0.22841340980503627,0
12320,0.2709011343347049,0
22784,0.20359225813205284,0
18100,0.3631720466745056,1
13510,0.6648489570120782,1
21341,0.16945705898340171,0
18166,0.2194748308803687,0
15395,0.21205499071489525,0
18026,0.5383056177643095,1
14394,0.4774792850397604,1
14591,0.15986599459272327,0
26145,0.21943257549790246,0
11053,0.15453552464870418,0
20331,0.2305845253460633,0
26862,0.20811611393511598,0
12579,0.21395915915929187,0
20505,0.5388418924949795,1
29883,0.6550472018970745,1
18353,0.6687239112574265,1
27459,0.30090593214768796,0
29376,0.3360082297221252,1
14725,0.4467714803452087,1
28919,0.20189589616675885,0
12233,0.26404815875915216,0
12778,0.5705717092843391,1
25132,0.22552364375985037,0
11291,0.23920972645098068,0
24762,0.18211404124689234,0
12208,0.16038276861753656,0
13450,0.41968878235727053,1
25250,0.7592906085005011,1
19510,0.2289762013333697,0
13036,0.22467949848970406,0
26263,0.4112614334342502,1
26818,0.377774895944442,1
25338,0.33290767028601126,1
20183,0.23982442830920067,0
12999,0.37324401127237783,1
16760,0.44261203920673614,1
12266,0.17550285142208497,0
17338,0.4748438317725354,1
20677,0.25880325845305163,0
14506,0.23954624710205982,0
28427,0.2780120648081779,0
29202,0.1581112317703672,0
16693,0.8104309559389681,1
24802,0.3494345636419583,1
24031,0.23426941015819927,0
13107,0.5242663012913186,1
10222,0.25839234387100063,0
28357,0.5058641768420429,1
21826,0.2082222719388363,0
13051,0.2745151589557906,0
14286,0.1981265645327253,0
27542,0.5004273145990409,1
22247,0.34272029642325136,1
10211,0.19446816961399968,0
28239,0.548294514811696,1
11912,0.8294553255800189,1
10500,0.16941487883227963,0
15000,0.440154080579996,1
27918,0.50595647926989,1
27267,0.19295041128659973,0
18749,0.3942958544144911,1
23684,0.7026834048983126,1
10181,0.4633816060370491,1
28927,0.36462450573291916,1
23685,0.37367712228806194,1
22001,0.3666298668398713,1
28843,0.2711459313483177,0
21795,0.1515454585195701,0
17268,0.3254587261916803,1
12421,0.521675481421597,1
25826,0.1989767368145009,0
28203,0.3352547381358801,1
25635,0.4909842204822307,1
24889,0.5373987645660925,1
10467,0.3649170582635666,1
25058,0.14729171202477656,0
10060,0.32636948870561594,1
14203,0.5134165272524935,1
28077,0.5661364917352134,1
17485,0.38522381858894655,1
11581,0.23265363944573847,0
17285,0.16002794490455685,0
29828,0.2958488786618293,0
26234,0.3074008120564597,1
19394,0.5183101371823599,1
12699,0.16341930417760572,0
14565,0.10616612561243063,0
21404,0.2691826745100941,0
14200,0.15281066927957823,0
29839,0.5402334439793646,1
24903,0.16356485158809522,0
17158,0.302738337690698,0
12974,0.6966308303322378,1
17842,0.20775009789379395,0
24767,0.2318043281171568,0
23635,0.2988759278860531,0
17696,0.23578344539350757,0
15935,0.2615578998622475,0
23876,0.1901162406354427,0
27226,0.41008578671515117,1
15216,0.2073932164939793,0
21433,0.14924926080538833,0
21166,0.522411238733861,1
21366,0.4433097907604618,1
16627,0.4062435546842312,1
13596,0.5217441658867268,1
23086,0.47478120140423136,1
15273,0.21462892911059894,0
15628,0.3308220603461942,1
22011,0.22282274891679257,0
24842,0.2657572287761534,0
20073,0.7654533589908751,1
24752,0.46676446122181886,1
17325,0.2579291421718514,0
18633,0.16498925233119432,0
24109,0.25409014162435334,0
11298,0.25166612789255344,0
20367,0.2703151276180857,0
23249,0.4229937282844326,1
10201,0.17100882538948067,0
11457,0.417741429941548,1
20560,0.47245710291869214,1
19801,0.5224355283116956,1
18454,0.19239582433486474,0
19652,0.192564400539409,0
18893,0.23677379540131352,0
28545,0.1459146609315014,0
20264,0.45909838919758095,1
11203,0.24563340493677344,0
25968,0.24149656130631092,0
13644,0.320253104736635,1
20991,0.22292430027719773,0
20724,0.35442151925304466,1
20357,0.44899052129150946,1
13129,0.11973741622998353,0
14352,0.3788369435305904,1
29403,0.3562534515772973,1
25879,0.2188345063224475,0
13012,0.23678392794422792,0
15091,0.2509968957708879,0
27108,0.439610522188768,1
12622,0.25643823891735645,0
11535,0.23015549244480923,0
28179,0.22746675161819757,0
13837,0.22026555380641277,0
27767,0.3741648253970436,1
21521,0.2965694583834196,0
26081,0.5563842864648013,1
25860,0.2665413144855835,0
18551,0.3149026710517381,1
25663,0.13197122127155514,0
15130,0.21600231734880726,0
24009,0.25880068661804917,0
13353,0.6909894567275187,1
23455,0.19746108818400507,0
23759,0.3377922928973838,1
14904,0.1596651969343053,0
12931,0.37514529892863757,1
11088,0.22289232098433273,0
25245,0.2452193859091287,0
22089,0.26965588063420926,0
14885,0.2146158475343184,0
24634,0.23969880577366945,0
17948,0.33987354980444995,1
26824,0.2985971151932778,0
25820,0.5633470831650552,1
15392,0.23698359732226387,0
17246,0.4977994017358065,1
25683,0.1952879954301813,0
16280,0.24823242763246958,0
15195,0.7683091360519121,1
24223,0.44928789715297474,1
27122,0.33242888796964626,1
29673,0.2851147067038533,0
27186,0.4551432567352871,1
11730,0.1660441197404737,0
29915,0.3174182371971144,1
29842,0.43746851675671033,1
23337,0.14494362484448964,0
13311,0.2948329303451292,0
22572,0.278572037648462,0
13416,0.6036765907769691,1
15862,0.7628887773943325,1
25238,0.25965881347375436,0
16260,0.4554399999314509,1
19620,0.5729095456983345,1
15864,0.18103751838104556,0
19807,0.328230967935284,1
15850,0.38551382745440504,1
12755,0.2655177638761825,0
23644,0.36574880631723333,1
20193,0.19931904001969825,0
18036,0.35874621072994556,1
26837,0.32294784490811435,1
25028,0.21568742000471594,0
20762,0.24545698417766199,0
17376,0.21902411008758144,0
20710,0.15578390992448493,0
15999,0.22209107668480885,0
22265,0.3620843013011939,1
29734,0.2120853522482971,0
29733,0.27244657171195885,0
11283,0.23637780876138134,0
15291,0.1976501660211458,0
20785,0.1807287354335129,0
21068,0.3142378414914475,1
29689,0.4118062009415317,1
14022,0.2137170400304763,0
26142,0.2978698737453235,0
16827,0.42304800033952594,1
28362,0.3430869364032954,1
22085,0.0767520876217934,0
21052,0.3140380771987748,1
18332,0.5623835071217308,1
20079,0.29360957092035156,0
18994,0.4447465144747605,1
19819,0.29323203853887025,0
26875,0.1826030343120868,0
20647,0.15123898513795742,0
23994,0.23119248297038028,0
29990,0.40490655679495596,1
19711,0.1446439392437621,0
16897,0.45403740767974043,1
25371,0.32555337168474985,1
21680,0.34950523347807455,1
18963,0.21568383045429648,0
15475,0.15923204297427848,0
16403,0.6412848998534817,1
13726,0.12069419813427179,0
13740,0.3552657769121841,1
20222,0.34452839666467194,1
23085,0.3418288562279208,1
18733,0.25829870417570894,0
22492,0.20996613057184527,0
16776,0.23310281570240304,0
29981,0.2781785631903361,0
14292,0.6397786745346752,1
13580,0.24568947607328875,0
22569,0.328335785464765,1
10929,0.2687258122942354,0
16530,0.3766214712746045,1
13845,0.512317354411003,1
28144,0.12993525837499165,0
20868,0.23373784302534847,0
27780,0.3127635623352491,1
27401,0.1641054999941098,0
16149,0.619418709513234,1
18320,0.31317922091345207,1
11816,0.5875190978521954,1
16073,0.5500330833287064,1
19301,0.248472239768037,0
21848,0.33902339925647995,1
29588,0.5997974155194893,1
19458,0.22915483294647307,0
15834,0.17187509823862315,0
29265,0.12302421891101388,0
25022,0.18551819174321665,0
24378,0.24290117788600618,0
18883,0.7522361822588127,1
24305,0.36930410003466035,1
20490,0.2687543294841777,0
21886,0.21506358564463127,0
24219,0.31868574537824595,1
15904,0.2257685774208852,0
17665,0.15595326412171667,0
24010,0.20055858419242029,0
12130,0.3306806099628993,1
29863,0.15236362678773982,0
17780,0.18057369202026657,0
12741,0.29713360510939596,0
27471,0.2138116317392323,0
18814,0.3155007898543181,1
25173,0.3123228138120544,1
20780,0.2318121692279284,0
11351,0.16314082338732036,0
19059,0.22742438304534826,0
23496,0.18729744195382425,0
19923,0.20170980648090103,0
11523,0.20898194687550406,0
16761,0.6133859602449006,1
28863,0.18398191947745235,0
12798,0.39888553846784325,1
17041,0.3792351632544904,1
12993,0.27041116867015846,0
23752,0.2383536430839909,0
25060,0.25170686536306236,0
25067,0.21149472457028268,0
19756,0.19237475305389512,0
19153,0.19577745831298438,0
17458,0.3142340599033858,1
17684,0.14142498395075934,0
27822,0.5812640137006807,1
20262,0.26473471116530034,0
22965,0.35030742348505134,1
10089,0.30911746123937994,1
20400,0.5377529247066222,1
