id_cliente,id_vuelo
36908,26797
22504,26797
23195,26797
25832,26797
49461,26797
22035,26797
12504,26797
42595,26797
9510,26797
34387,26797
16319,26797
32428,26797
4193,26797
46240,26797
17999,26797
46191,26797
32448,26797
14773,26797
42759,26797
49613,26797
28431,26797
19777,26797
34347,26797
49177,26797
33734,26797
13347,26797
10216,26797
39228,26797
43401,26797
39305,26797
35261,26797
12809,26797
10559,26797
48060,26797
9056,26797
28110,26797
8283,26797
9156,26797
49016,26797
37755,26797
19463,26797
19401,26797
37715,26797
36576,26797
41931,26797
48505,26797
31048,26797
44373,26797
23683,26797
20792,26797
16104,26797
19383,26797
947,26797
22074,26797
40996,26797
22149,26797
25412,26797
39373,26797
3375,26797
5480,26797
3013,26797
3469,26797
47849,26797
36443,26797
15764,26797
23756,26797
12330,26797
35619,26797
40038,26797
510,26797
15654,26797
15852,26797
32219,18095
16507,18095
8143,18095
45903,18095
1080,18095
17358,18095
7011,18095
37172,18095
23721,18095
40142,18095
4505,18095
34107,18095
44214,18095
46042,18095
22547,18095
35297,18095
36149,18095
37667,18095
39774,18095
29490,18095
12293,18095
3179,18095
9511,18095
36202,18095
28759,18095
15647,18095
29445,18095
43848,18095
38016,18095
46157,18095
48971,18095
41521,18095
22407,18095
2204,18095
21663,18095
38617,18095
28343,18095
7234,18095
43634,18095
34671,18095
7182,18095
39305,18095
37147,18095
47941,18095
39480,18095
11631,18095
42921,18095
46814,18095
24841,18095
12128,18095
30620,18095
19365,18095
17436,18095
9371,18095
38354,18095
27385,18095
10378,18095
45954,18095
11197,18095
35735,18095
14024,18095
8564,18095
18166,18095
43571,18095
31841,18095
25510,18095
27915,18095
35649,18095
22938,18095
38267,18095
47400,18095
25151,18095
13787,18095
5205,10323
17566,10323
13202,10323
38050,10323
44663,10323
36764,10323
19561,10323
30465,10323
17375,10323
13752,10323
38162,10323
15262,10323
22675,10323
9181,10323
290,10323
39432,10323
9533,10323
5019,10323
14318,10323
16494,10323
46331,10323
1043,10323
28999,10323
25992,10323
30754,10323
14885,10323
27069,10323
13457,10323
3350,10323
12880,10323
31867,10323
11590,10323
30705,10323
42263,10323
3667,10323
43926,10323
1239,10323
10115,10323
8171,10323
10516,10323
5777,10323
2509,10323
37269,10323
36187,10323
2598,10323
2672,10323
18560,10323
36320,10323
29945,10323
46164,10323
31345,10323
48292,10323
41701,10323
5605,10323
37244,10323
16930,10323
9527,10323
17478,10323
21884,10323
16351,10323
39234,10323
48309,10323
24113,10323
19412,10323
7733,10323
19115,10323
41063,10323
40557,10323
19373,10323
5421,10323
11638,10323
41587,10323
39905,10323
13469,10323
115,10323
36174,10323
3864,10323
6045,10323
46051,10323
23509,10323
24116,10323
31562,10323
20474,10323
11840,10323
38368,10323
7823,10323
11293,10323
9943,10323
43637,19924
48560,19924
1871,19924
20143,19924
48761,19924
18014,19924
27622,19924
34405,19924
29452,19924
16556,19924
35871,19924
4046,19924
40215,19924
28232,19924
27056,19924
77,19924
13896,19924
11154,19924
13433,19924
8147,19924
21369,19924
2698,19924
46029,19924
12232,19924
12859,19924
15027,19924
32725,19924
30530,19924
26310,19924
29471,19924
1336,19924
49212,19924
23552,19924
33068,19924
13703,19924
19870,19924
29129,19924
16891,19924
46508,19924
6834,19924
33826,19924
40275,19924
7881,19924
30848,19924
38655,19924
20431,19924
1914,19924
11226,19924
44516,19924
30547,19924
42540,19924
38090,19924
24394,19924
31458,19924
33187,19924
6744,19924
34007,19924
7032,19924
28375,19924
9178,19924
42361,19924
26924,19924
35335,19924
45550,19924
45998,19924
38809,19924
23032,19924
25683,19924
27883,19924
42289,19924
43696,19924
42495,19924
31904,19924
25558,19924
40725,19924
14923,19924
20446,19924
19298,19924
44961,19924
27553,19924
48920,19924
15807,19924
30093,19924
10134,19924
42944,19924
43532,19924
39904,19924
24376,19924
92,19924
32519,19924
48949,19924
49459,17460
44370,17460
13857,17460
25630,17460
29167,17460
33617,17460
29864,17460
22288,17460
38233,17460
13867,17460
49030,17460
28683,17460
21825,17460
42753,17460
43030,17460
22162,17460
30489,17460
4533,17460
40114,17460
35077,17460
31321,17460
18488,17460
13066,17460
37426,17460
44271,17460
18172,17460
25888,17460
20204,17460
23623,17460
39233,17460
35709,17460
29673,17460
26613,17460
33781,17460
16564,17460
33691,17460
49665,17460
23045,17460
24284,17460
11036,17460
49018,17460
29578,17460
30675,17460
17524,17460
94,17460
47490,17460
18581,17460
24699,17460
31134,17460
26232,17460
24055,17460
45311,17460
42530,17460
41885,17460
41586,17460
33115,17460
4020,17460
14586,29025
3958,29025
11597,29025
6405,29025
21046,29025
21434,29025
33979,29025
36563,29025
17931,29025
33638,29025
34971,29025
15990,29025
12507,29025
37267,29025
25314,29025
10273,29025
29257,29025
5587,29025
28008,29025
21379,29025
32222,29025
15297,29025
6417,29025
19037,29025
5948,29025
21960,29025
20721,29025
16039,29025
44509,29025
27845,29025
14150,29025
43853,29025
4770,29025
36278,29025
18781,29025
45374,29025
17020,29025
24040,29025
49959,29025
48,29025
17845,29025
23674,29025
11873,29025
45153,29025
44164,29025
27995,29025
47791,29025
34987,29025
17434,29025
44136,29025
46847,29025
37728,27554
47701,27554
38115,27554
15137,27554
27375,27554
30130,27554
531,27554
42567,27554
38856,27554
12334,27554
20320,27554
2325,27554
6733,27554
38524,27554
27680,27554
14674,27554
20141,27554
35467,27554
13247,27554
3591,27554
37664,27554
21834,27554
44709,27554
27246,27554
34244,27554
13937,27554
6155,27554
38989,27554
45288,27554
14381,27554
49975,27554
17402,27554
47022,27554
13234,27554
43752,27554
24464,27554
11441,27554
32698,27554
48133,27554
19685,27554
285,27554
22436,27554
5828,27554
24172,27554
16716,27554
13176,27554
42311,27554
18931,27554
20388,27554
16480,27554
16677,27554
23709,27554
29566,27554
599,27554
48055,27554
17250,27554
31991,27554
29093,27554
6061,27554
23632,27554
14825,27554
2745,27554
18841,27554
40849,27554
31716,27554
33211,27554
32686,27554
4787,27554
41010,27554
24166,27554
29849,27554
43255,27554
41494,27554
10049,27554
41691,27554
13824,27554
28207,27554
40714,27554
14692,27554
23485,27554
12675,27554
9678,27554
26741,27554
32467,27554
40506,27554
13157,27554
39159,27554
16310,27554
213,27554
12950,27554
2625,27554
45512,27554
45567,27554
46726,27554
32336,27554
47604,27554
34671,27554
23354,26422
32090,26422
4886,26422
49116,26422
4987,26422
3334,26422
15345,26422
11927,26422
35242,26422
37256,26422
44284,26422
9115,26422
7516,26422
6607,26422
31241,26422
34107,26422
33232,26422
8597,26422
27814,26422
37489,26422
25424,26422
38404,26422
8605,26422
20404,26422
22469,26422
41796,26422
6214,26422
20844,26422
39267,26422
39726,26422
48140,26422
36906,26422
13084,26422
6644,26422
12682,26422
11679,26422
16411,26422
6151,26422
2773,26422
16095,26422
12552,26422
33552,26422
16734,26422
42740,26422
6867,26422
36990,26422
13694,26422
19581,26422
4524,26422
26990,26422
40053,26422
7053,26422
44828,26422
30786,26422
24263,26422
19799,26422
46125,26422
14143,26422
43594,26422
41734,26422
38879,26422
33169,26422
24715,26422
3779,26422
35174,26422
31914,26422
15159,26422
43867,26422
25033,26422
1029,26422
41686,26422
15091,26422
7947,26422
34539,26422
38345,26422
35135,26422
24492,26422
22092,26422
10438,26422
27676,26422
26180,26422
24687,26422
2041,26422
17266,20121
17260,20121
24735,20121
47711,20121
25392,20121
19048,20121
34526,20121
22296,20121
32518,20121
22727,20121
20848,20121
18537,20121
14111,20121
44470,20121
27344,20121
47437,20121
43253,20121
43419,20121
37287,20121
30610,20121
9001,20121
48087,20121
46007,20121
11181,20121
43558,20121
49708,20121
1336,20121
6693,20121
10162,20121
4493,20121
13279,20121
2479,20121
40498,20121
11941,20121
49107,20121
18163,20121
30623,20121
44066,20121
18070,20121
16590,20121
10885,20121
24972,20121
38339,20121
16943,20121
40388,20121
6035,20121
32056,20121
17858,20121
29711,20121
46673,20121
14437,20121
7997,20121
45619,20121
44094,20121
37018,20121
49439,20121
43870,20121
26326,20121
3331,20121
12699,20121
23097,20121
44881,20121
21318,20121
294,20121
8306,20121
23762,20121
6482,20121
27342,20121
3531,20121
21001,20121
23925,20121
7805,20121
26767,20121
46590,20121
20216,20121
16800,20121
18883,20121
9055,29056
26421,29056
20074,29056
7107,29056
16547,29056
48218,29056
33365,29056
533,29056
33345,29056
29426,29056
47280,29056
48562,29056
22900,29056
35483,29056
32572,29056
46534,29056
9799,29056
49804,29056
49538,29056
65,29056
49522,29056
5303,29056
2504,29056
25795,29056
30853,29056
3074,29056
25177,29056
18205,29056
17958,29056
47239,29056
18453,29056
24617,29056
1851,29056
7158,29056
26472,29056
7723,29056
34533,29056
13907,29056
28275,29056
31530,29056
9488,29056
10073,29056
42223,29056
9583,29056
8511,29056
39209,29056
5909,29056
14641,29056
16904,29056
28325,29056
32464,29056
46462,29056
48094,29056
32031,29056
26789,29056
17550,29056
18645,29056
39952,29056
34723,29056
24036,29056
43739,29056
4417,29056
11251,29056
12040,29056
23831,29056
42259,29056
26736,29056
15234,29056
18382,29056
32565,29056
49324,29056
10181,29056
19381,29056
41479,29056
19099,13650
24911,13650
428,13650
42915,13650
36854,13650
10754,13650
46873,13650
6631,13650
37737,13650
8606,13650
13630,13650
24981,13650
16353,13650
11731,13650
22121,13650
31081,13650
47470,13650
48852,13650
44694,13650
18657,13650
20,13650
19816,13650
49886,13650
41754,13650
27291,13650
36663,13650
1152,13650
34638,13650
14008,13650
30738,13650
23311,13650
5618,13650
12642,13650
36562,13650
1089,13650
14033,13650
20211,13650
47979,13650
25738,13650
43888,13650
23753,13650
11273,13650
15797,13650
40313,13650
19195,13650
44578,13650
33188,13650
21112,13650
24448,13650
45389,13650
33489,13650
37996,13650
24851,13650
39611,13650
12796,13650
45254,13650
49352,13650
41510,13650
32850,13650
6328,13650
3564,13650
33967,13650
23077,13650
32759,13650
1758,13650
15103,13650
3776,13650
8554,13650
34703,13650
11102,13650
25090,13650
5249,13650
40002,13650
28461,13650
33703,13650
33667,13650
43600,13650
28517,13650
39255,13650
16144,13650
42902,13942
5693,13942
31657,13942
34035,13942
30785,13942
14393,13942
46102,13942
47860,13942
3959,13942
16677,13942
23014,13942
40758,13942
39699,13942
24488,13942
24806,13942
48081,13942
11263,13942
5436,13942
41797,13942
47648,13942
24452,13942
47404,13942
42286,13942
48857,13942
20304,13942
8839,13942
5909,13942
26004,13942
8991,13942
37708,13942
45150,13942
13846,13942
29298,13942
9202,13942
2053,13942
44574,13942
41020,13942
12148,13942
6345,13942
35704,13942
29010,13942
18630,13942
26639,13942
2419,13942
43233,13942
34971,13942
43145,13942
40702,13942
16799,13942
15464,13942
31729,13942
21684,13942
19426,13942
29527,13942
43790,13942
46423,13942
15494,13942
6696,27881
20297,27881
31003,27881
31324,27881
7150,27881
30338,27881
29653,27881
21748,27881
21589,27881
35724,27881
25576,27881
32470,27881
8517,27881
21364,27881
27752,27881
40275,27881
29427,27881
18200,27881
931,27881
46310,27881
41184,27881
22746,27881
14370,27881
48742,27881
38279,27881
49537,27881
4660,27881
43809,27881
22660,27881
23728,27881
19275,27881
36171,27881
21219,27881
18454,27881
27203,27881
14607,27881
10425,27881
21900,27881
29710,27881
16705,27881
10024,27881
4838,27881
22683,27881
11875,27881
21660,27881
9525,27881
37769,27881
30143,27881
37826,27881
16460,27881
34321,27881
26246,27881
41601,26676
20902,26676
18538,26676
31661,26676
4735,26676
16790,26676
25805,26676
33246,26676
39043,26676
2432,26676
15031,26676
24088,26676
28334,26676
28958,26676
8788,26676
24867,26676
36400,26676
5112,26676
11868,26676
39164,26676
4906,26676
24279,26676
25209,26676
39240,26676
31896,26676
16619,26676
11947,26676
48335,26676
48957,26676
42688,26676
3044,26676
31018,26676
41644,26676
21440,26676
30168,26676
18845,26676
41169,26676
43951,26676
25811,26676
1200,26676
24832,26676
17988,26676
18388,26676
11894,26676
30423,26676
5599,26676
39878,26676
28918,26676
14817,26676
