id_cliente,cluster
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,1
959,2
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,2
968,0
969,0
970,0
971,0
972,2
973,1
974,0
975,2
978,1
979,0
980,0
981,0
982,0
983,2
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,1
993,0
994,0
995,2
997,0
998,2
1000,0
1002,0
1003,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,1
1013,1
1014,1
1015,1
1016,0
1017,0
1018,0
1019,2
1020,0
1022,0
1023,1
1024,0
1025,0
1026,0
1027,0
1028,1
1029,0
1030,1
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,1
1041,0
1042,0
1043,2
1044,2
1045,0
1047,0
1048,0
1049,0
1051,2
1052,1
1053,2
1054,0
1055,0
1056,0
1057,1
1058,0
1059,0
1060,0
1062,1
1063,0
1065,0
1066,0
1067,2
1068,1
1069,0
1070,0
1071,1
1072,0
1073,1
1074,1
1075,0
1076,0
1077,0
1078,0
1079,0
1081,0
1082,0
1083,0
1084,2
1085,0
1086,0
1087,0
1088,0
1089,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1108,0
1109,2
1111,1
1112,0
1113,0
1114,0
1115,1
1116,1
1117,0
1118,2
1119,0
1120,2
1121,0
1123,2
1124,1
1125,0
1126,1
1127,0
1128,1
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,1
1136,0
1137,0
1138,0
1139,0
1140,1
1141,1
1143,0
1144,0
1145,0
1147,0
1149,0
1150,0
1151,1
1152,0
1153,0
1154,0
1155,0
1156,0
1157,1
1158,0
1159,0
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,0
1180,1
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1196,2
1197,0
1198,0
1199,0
1200,0
1202,0
1203,0
1204,1
1205,0
1206,0
1207,0
1208,0
1211,1
1212,0
1213,0
1214,0
1215,2
1216,1
1217,1
1218,0
1219,0
1220,0
1221,0
1223,0
1224,0
1225,0
1226,1
1228,0
1229,0
1230,0
1231,0
1232,2
1233,1
1234,0
1235,1
1236,0
1237,1
1238,0
1239,1
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1247,1
1249,1
1250,1
1251,2
1252,0
1253,0
1254,0
1255,2
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,1
1264,1
1265,2
1266,0
1267,0
1269,0
1270,0
1271,1
1272,1
1273,1
1274,0
1275,0
1276,0
1277,0
1279,0
1280,2
1281,0
1282,2
1283,1
1285,0
1286,0
1287,2
1288,0
1289,0
1290,0
1291,2
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,0
1304,0
1305,0
1306,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,1
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1323,0
1324,0
1325,1
1326,0
1327,0
1328,0
1329,0
1330,0
1331,2
1332,1
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,0
1341,1
1342,0
1343,0
1344,0
1346,1
1347,0
1348,0
1350,0
1352,0
1353,0
1354,0
1355,0
1357,0
1358,0
1360,0
1361,0
1362,1
1363,0
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1375,0
1376,1
1377,1
1378,0
1379,0
1380,0
1381,1
1382,2
1383,0
1384,2
1385,1
1386,0
1387,0
1388,0
1389,0
1390,1
1391,0
1392,0
1393,0
1394,0
1395,1
1396,0
1397,0
1398,0
1399,0
1400,1
1401,0
1402,0
1403,0
1404,0
1405,0
1406,1
1407,0
1408,0
1410,0
1411,0
1412,0
1413,0
1415,0
1416,0
1418,0
1419,0
1420,0
1421,0
1422,2
1423,0
1424,0
1425,0
1426,0
1427,0
1429,0
1430,0
1431,1
1432,0
1434,0
1435,0
1436,0
1437,0
1438,0
1440,0
1441,0
1443,1
1444,0
1447,0
1448,0
1449,1
1450,0
1451,0
1453,0
1454,0
1455,0
1456,0
1458,0
1459,0
1460,0
1461,0
1462,2
1463,1
1464,0
1465,0
1466,1
1467,0
1468,0
1469,0
1470,1
1471,0
1472,0
1473,0
1474,1
1475,0
1476,0
1478,1
1479,0
1480,2
1481,0
1482,0
1483,0
1484,2
1485,0
1486,0
1487,0
1488,1
1489,0
1490,0
1492,1
1493,0
1494,0
1495,0
1496,0
1497,0
1498,1
1499,0
1500,1
1501,0
1502,0
1503,1
1504,1
1505,0
1507,0
1508,1
1509,1
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,0
1517,0
1518,0
1519,0
1520,0
1521,0
1522,0
1523,0
1524,0
1525,0
1528,0
1529,0
1530,1
1531,0
1532,0
1533,0
1534,0
1535,0
1536,1
1537,0
1538,2
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,0
1546,2
1548,0
1549,0
1551,1
1552,0
1553,2
1554,1
1555,2
1556,1
1557,0
1558,0
1559,0
1560,0
1561,2
1562,0
1564,0
1565,0
1566,0
1567,0
1568,1
1569,0
1570,0
1571,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1580,0
1581,0
1582,0
1584,0
1586,0
1587,0
1588,1
1589,0
1590,0
1592,0
1593,0
1594,1
1595,2
1596,0
1597,0
1598,0
1599,1
1600,0
1601,1
1602,0
1603,0
1605,1
1606,0
1607,1
1608,0
1610,2
1611,0
1612,1
1613,0
1614,0
1615,0
1616,0
1618,0
1619,0
1620,0
1621,0
1622,0
1624,0
1625,0
1626,2
1627,0
1628,0
1629,2
1630,0
1631,0
1632,1
1633,0
1634,0
1636,1
1637,0
1638,1
1639,0
1640,0
1641,0
1642,0
1643,0
1644,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,1
1652,2
1653,2
1654,0
1656,1
1657,2
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,1
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,2
1683,1
1684,0
1686,0
1687,1
1688,0
1689,0
1691,0
1692,2
1693,0
1694,1
1695,0
1696,0
1697,0
1698,1
1699,0
1700,1
1702,1
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1710,0
1711,0
1712,1
1713,0
1714,0
1715,2
1716,1
1717,0
1718,0
1719,0
1720,0
1721,0
1722,0
1724,0
1725,0
1726,0
1727,1
1728,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,1
1739,1
1740,0
1741,0
1742,2
1743,0
1744,0
1745,0
1747,0
1749,0
1750,0
1751,1
1752,0
1753,0
1754,0
1755,0
1756,0
1757,2
1759,0
1760,1
1761,0
1762,0
1764,2
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,0
1773,2
1774,0
1775,0
1776,0
1777,1
1779,0
1780,0
1781,0
1782,0
1784,0
1785,1
1786,0
1787,1
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1797,0
1798,1
1799,0
1801,2
1802,0
1803,2
1804,0
1805,2
1806,0
1807,1
1808,0
1809,0
1810,2
1811,1
1812,2
1813,0
1815,1
1817,0
1818,0
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,1
1833,0
1834,0
1835,0
1836,0
1837,1
1840,0
1841,0
1842,0
1844,0
1845,0
1847,0
1848,0
1849,0
1850,0
1852,0
1853,0
1854,0
1855,2
1856,1
1857,0
1858,1
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1867,0
1868,0
1869,1
1870,1
1871,1
1872,0
1873,0
1874,0
1877,0
1878,1
1879,0
1880,0
1881,1
1882,0
1883,0
1884,2
1885,0
1886,0
1887,0
1888,0
1889,2
1890,1
1891,0
1892,0
1893,0
1894,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,2
1905,0
1906,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,0
1914,0
1916,0
1917,0
1918,0
1919,0
1920,1
1921,0
1922,0
1923,0
1924,2
1925,0
1926,2
1927,0
1929,2
1930,0
1931,1
1932,0
1933,0
1934,2
1935,0
1936,0
1937,0
1938,2
1939,0
1940,0
1941,0
1942,1
1943,0
1944,0
1945,2
1946,0
1948,2
1949,0
1950,0
1951,0
1952,0
1953,1
1954,0
1955,0
1956,0
1958,0
1959,0
1960,0
1962,0
1963,0
1964,0
1965,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,0
1979,0
1980,0
1981,0
1982,1
1983,0
1984,0
1985,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,2
1995,1
1996,0
1997,0
1998,0
1999,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,1
2023,0
2024,0
2026,0
2027,0
2028,1
2029,0
2030,0
2032,1
2033,0
2034,0
2035,1
2038,0
2039,0
2040,1
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,0
2049,1
2050,0
2051,1
2052,0
2054,0
2055,1
2056,0
2057,0
2059,1
2060,0
2061,1
2062,0
2063,0
2064,1
2065,1
2066,0
2067,0
2068,0
2069,0
2070,0
2071,0
2072,0
2073,1
2074,0
2075,1
2077,0
2078,1
2079,0
2080,0
2082,0
2083,0
2084,1
2085,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,1
2095,0
2097,0
2098,0
2099,2
2100,0
2102,0
2103,1
2104,2
2105,0
2106,0
2107,1
2108,0
2109,0
2110,1
2111,0
2112,2
2113,1
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2123,2
2124,0
2125,1
2127,0
2128,0
2129,0
2130,0
2132,1
2133,1
2134,0
2135,0
2136,0
2137,1
2138,0
2139,0
2140,0
2141,1
2142,0
2143,2
2144,0
2145,0
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2155,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,2
2165,0
2167,2
2168,2
2169,0
2170,1
2171,0
2172,1
2173,0
2175,0
2176,0
2177,0
2179,1
2180,1
2181,0
2182,1
2183,0
2184,0
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,0
2199,0
2200,1
2201,1
2202,0
2203,2
2204,1
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,0
2217,0
2218,0
2219,0
2220,1
2221,1
2222,0
2224,0
2225,0
2226,1
2227,0
2228,0
2229,0
2231,0
2232,1
2233,0
2234,0
2236,0
2237,2
2239,0
2240,2
2241,0
2242,0
2244,0
2245,0
2247,0
2248,0
2249,1
2250,0
2251,0
2253,0
2254,0
2255,2
2257,0
2258,0
2259,1
2260,1
2261,0
2262,0
2263,0
2264,1
2265,0
2266,0
2267,0
2268,0
2269,2
2270,0
2271,2
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2283,2
2284,1
2285,0
2286,0
2287,1
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,1
2296,0
2297,0
2298,0
2299,0
2301,1
2302,1
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,1
2310,0
2311,0
2312,0
2313,2
2314,0
2315,0
2316,0
2317,0
2318,0
2320,0
2321,0
2322,0
2323,0
2324,2
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,2
2334,1
2335,0
2336,1
2337,0
2338,2
2339,0
2340,0
2341,0
2342,2
2343,1
2346,0
2347,0
2348,0
2350,0
2351,2
2352,0
2353,1
2355,0
2356,0
2357,1
2358,0
2359,0
2360,0
2361,1
2362,0
2363,0
2364,1
2365,0
2368,0
2369,2
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2384,0
2386,1
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,2
2395,2
2396,0
2397,0
2399,0
2400,1
2401,0
2402,0
2403,1
2404,0
2405,1
2406,0
2407,0
2408,0
2409,1
2410,0
2411,1
2412,0
2413,0
2414,1
2415,0
2416,0
2417,0
2419,0
2420,2
2421,0
2422,0
2423,0
2424,1
2425,1
2427,0
2428,0
2429,1
2430,0
2431,0
2432,0
2433,1
2434,0
2435,0
2436,0
2437,1
2438,0
2439,1
2440,0
2441,0
2442,2
2443,2
2444,0
2446,0
2447,0
2448,0
2449,2
2450,0
2451,1
2452,0
2453,0
2455,0
2456,1
2457,0
2458,0
2459,1
2460,2
2461,0
2462,2
2463,0
2464,0
2465,1
2466,2
2467,0
2468,0
2469,0
2470,1
2471,0
2472,1
2473,0
2474,0
2475,0
2476,0
2477,0
2478,2
2479,0
2480,0
2483,1
2484,0
2486,0
2487,0
2488,0
2489,1
2490,0
2491,0
2492,0
2493,0
2494,1
2495,0
2496,1
2497,0
2498,0
2499,0
2500,0
2501,1
2502,0
2503,0
2504,0
2505,1
2506,0
2507,0
2508,1
2509,1
2511,1
2512,0
2513,1
2514,2
2515,0
2516,0
2517,0
2519,2
2520,0
2521,0
2522,1
2523,1
2524,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,2
2532,0
2533,0
2534,0
2535,0
2536,0
2537,0
2538,0
2540,2
2541,0
2542,2
2543,0
2544,0
2545,0
2546,1
2547,0
2548,0
2549,0
2550,0
2551,0
2553,0
2554,1
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,0
2564,1
2565,0
2566,0
2567,1
2568,0
2570,0
2572,0
2573,0
2574,0
2576,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,2
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2592,0
2593,1
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,0
2604,0
2606,0
2607,0
2608,1
2609,0
2610,0
2611,0
2612,0
2613,1
2614,0
2615,1
2616,0
2618,1
2619,0
2620,0
2621,0
2622,1
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2631,0
2632,1
2633,0
2634,0
2635,0
2636,0
2637,0
2639,0
2640,0
2641,0
2643,0
2644,0
2645,1
2647,1
2648,0
2649,0
2650,0
2651,1
2652,0
2654,0
2655,0
2656,0
2658,0
2659,0
2660,1
2661,0
2663,0
2664,0
2665,2
2666,0
2667,0
2668,0
2669,0
2670,0
2671,1
2672,0
2673,1
2674,2
2675,0
2676,0
2677,1
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,1
2686,1
2688,0
2689,0
2691,0
2692,1
2693,0
2694,0
2695,0
2696,0
2698,0
2699,0
2700,2
2701,0
2702,2
2703,1
2704,1
2705,0
2706,0
2707,2
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,2
2716,0
2717,2
2718,0
2719,1
2721,1
2722,1
2723,0
2724,0
2725,0
2726,0
2727,0
2728,2
2729,0
2730,1
2731,0
2732,0
2733,0
2734,0
2735,0
2736,2
2737,0
2738,0
2739,1
2741,0
2742,0
2743,0
2744,1
2745,0
2746,0
2747,0
2748,0
2749,0
2750,1
2751,1
2752,0
2754,0
2755,0
2756,1
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2765,1
2766,0
2767,1
2768,0
2769,0
2771,2
2772,0
2773,1
2774,0
2775,2
2776,0
2777,2
2778,0
2780,0
2782,0
2783,0
2784,0
2785,0
2786,1
2787,0
2788,0
2789,0
2790,2
2791,0
2792,1
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,0
2801,0
2802,0
2804,0
2805,0
2806,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,1
2818,0
2820,0
2821,0
2822,1
2823,0
2824,0
2825,0
2826,0
2827,0
2828,2
2829,1
2830,0
2831,2
2832,1
2833,0
2834,0
2835,0
2836,0
2838,0
2839,0
2840,0
2841,0
2842,0
2844,2
2845,0
2846,0
2847,0
2848,0
2849,1
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2861,0
2862,0
2864,2
2865,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,1
2874,0
2875,0
2876,0
2877,1
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2886,1
2887,0
2888,0
2889,0
2890,0
2891,2
2892,0
2894,0
2895,0
2896,0
2897,1
2898,0
2899,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,1
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,0
2915,1
2916,0
2917,0
2918,2
2919,0
2921,0
2922,0
2923,0
2924,0
2925,1
2926,1
2927,0
2928,1
2929,0
2930,0
2931,0
2932,1
2933,0
2934,0
2935,0
2936,0
2938,0
2941,2
2942,0
2944,0
2946,0
2947,0
2948,2
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,1
2957,0
2958,0
2959,0
2960,1
2961,0
2962,2
2963,0
2964,0
2965,0
2966,1
2967,1
2968,0
2969,0
2970,0
2971,1
2972,0
2973,1
2974,0
2975,0
2977,0
2978,1
2979,0
2980,0
2981,1
2983,1
2984,0
2985,0
2986,0
2987,0
2988,0
2989,1
2990,0
2991,0
2993,0
2994,0
2995,0
2996,1
2997,0
2998,0
2999,0
3000,0
3001,0
3002,2
3003,0
3004,0
3005,1
3006,0
3008,2
3009,0
3011,0
3012,0
3013,1
3014,0
3015,0
3016,0
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,2
3025,1
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,0
3033,0
3034,0
3035,0
3036,2
3040,0
3041,1
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,1
3054,0
3055,0
3057,0
3058,0
3059,0
3060,2
3061,1
3062,0
3064,0
3065,0
3066,0
3067,0
3068,0
3069,0
3070,1
3071,0
3072,1
3073,2
3074,1
3075,0
3076,1
3077,0
3078,0
3079,0
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,0
3087,0
3088,1
3089,0
3090,0
3091,0
3092,0
3093,0
3094,0
3096,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,2
3105,0
3106,2
3107,0
3108,0
3109,1
3110,0
3111,0
3112,0
3113,0
3115,0
3116,0
3117,2
3118,0
3119,0
3120,0
3121,1
3122,1
3123,0
3127,0
3128,0
3129,0
3131,0
3132,1
3133,0
3135,0
3136,0
3137,1
3138,1
3139,0
3141,1
3142,0
3143,1
3144,0
3145,0
3147,0
3148,0
3149,0
3151,0
3153,0
3154,0
3156,2
3157,0
3158,0
3159,2
3160,0
3161,0
3162,0
3163,0
3164,0
3165,0
3166,2
3167,1
3168,0
3169,0
3170,2
3171,0
3172,0
3173,0
3174,0
3175,1
3176,0
3177,0
3178,1
3179,0
3180,0
3181,1
3182,0
3183,0
3184,0
3186,0
3187,0
3188,1
3189,0
3191,1
3192,0
3193,2
3194,1
3195,0
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,1
3204,0
3205,0
3206,0
3207,0
3208,0
3209,0
3210,0
3211,2
3213,2
3214,0
3215,0
3216,0
3217,0
3218,0
3219,1
3220,0
3221,0
3223,0
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3231,1
3232,0
3234,0
3235,0
3236,0
3238,0
3240,0
3241,0
3242,0
3243,0
3245,0
3246,0
3247,0
3248,2
3249,1
3250,1
3251,0
3252,0
3253,0
3254,0
3255,0
3256,1
3257,1
3258,1
3259,2
3260,0
3261,0
3262,1
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,2
3271,0
3273,0
3274,0
3275,0
3276,0
3277,0
3279,0
3280,0
3281,0
3282,0
3283,0
3284,2
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3294,0
3295,0
3298,2
3299,0
3300,0
3301,0
3302,1
3303,0
3305,2
3306,1
3307,0
3308,0
3309,0
3310,0
3312,0
3314,0
3315,2
3316,1
3317,0
3318,0
3319,1
3320,0
3321,0
3322,0
3324,0
3326,0
3327,0
3328,0
3329,1
3330,0
3331,0
3332,0
3333,0
3334,0
3336,1
3337,0
