distancia_vuelo,ocupacion_vuelo,puerta_embarque,visibilidad,tiempo_estimado_vuelo,condiciones_climaticas_Lluvia,condiciones_climaticas_Niebla,condiciones_climaticas_Nublado,condiciones_climaticas_Tormenta,congestion_aerea_Baja,congestion_aerea_Media,tipo_avion_Airbus A320,tipo_avion_Airbus A320neo,tipo_avion_Airbus A330,tipo_avion_Airbus A350,tipo_avion_Boeing 737,tipo_avion_Boeing 737 MAX,tipo_avion_Boeing 757,tipo_avion_Boeing 777,tipo_avion_Boeing 787,tipo_avion_Embraer E190,tipo_avion_Embraer E195,temporada_alta_True,demora
0.21633888048411498,0.782560706401766,0.4166666666666667,0.9932885906040269,0.22150259067357517,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.7448310640443772,0.6092715231788081,0.4583333333333333,0.7516778523489933,0.7370466321243523,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2506303580433686,0.5077262693156734,0.7916666666666666,0.9597315436241611,0.26036269430051817,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.11043872919818457,0.7339955849889626,0.6666666666666666,0.48322147651006714,0.12046632124352333,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0226928895612708,0.7041942604856514,0.18749999999999997,0.24496644295302017,0.04145077720207255,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0010085728693898129,0.5651214128035321,0.9583333333333333,0.050335570469798654,0.031088082901554404,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.45335350479072106,0.5419426048565122,0.9374999999999999,0.043624161073825496,0.46113989637305697,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0.05194150277357539,0.838852097130243,0.2708333333333333,0.19127516778523493,0.06217616580310881,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09833585476550681,0.8024282560706404,0.7499999999999999,0.4664429530201342,0.09585492227979275,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.017650025214321734,0.8454746136865343,0.7916666666666666,0.5771812080536912,0.042746113989637305,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.2586989409984871,0.7229580573951436,0.7708333333333333,0.5671140939597316,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0010085728693898129,0.7064017660044152,0.5624999999999999,0.44966442953020136,0.012953367875647673,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
0.09833585476550681,0.8763796909492274,0.18749999999999997,0.9731543624161074,0.10751295336787564,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0.013111447302067572,0.9415011037527595,0.3958333333333333,0.5604026845637583,0.03756476683937825,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3797276853252647,0.6247240618101546,0.6666666666666666,0.3288590604026846,0.39507772020725396,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.17700453857791226,0.5640176600441502,0.6249999999999999,0.3859060402684564,0.19430051813471502,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.010085728693898134,0.9315673289183223,0.7708333333333333,0.9228187919463087,0.036269430051813475,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.016641452344931917,0.9128035320088302,0.14583333333333331,0.08053691275167785,0.040155440414507776,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.08825012607160868,0.9304635761589405,0.3541666666666667,0.6778523489932885,0.08808290155440415,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.07413010590015129,0.6843267108167772,0.14583333333333331,0.9731543624161074,0.09715025906735753,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.09833585476550681,0.43267108167770424,0.6666666666666666,0.9563758389261745,0.12823834196891193,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.013111447302067572,0.9503311258278148,0.9999999999999999,0.9630872483221476,0.027202072538860103,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.013111447302067572,0.7251655629139074,0.375,0.42617449664429535,0.020725388601036274,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010085728693898134,0.8134657836644593,0.14583333333333331,0.8557046979865772,0.011658031088082901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
0.0010085728693898129,0.8520971302428257,0.9999999999999999,0.9463087248322147,0.002590673575129536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05194150277357539,0.686534216335541,0.2916666666666667,0.03691275167785235,0.07901554404145078,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2637418053454362,0.8973509933774836,0.6249999999999999,0.20134228187919465,0.2914507772020726,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.10136157337367625,0.5827814569536425,0.14583333333333331,0.3825503355704698,0.1139896373056995,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.04488149268784669,0.6335540838852097,0.0,0.18456375838926176,0.07253886010362695,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.10237014624306606,0.22626931567328917,0.8124999999999999,0.25838926174496646,0.11010362694300518,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.097327281896117,0.4558498896247241,0.3333333333333333,0.7785234899328859,0.12823834196891193,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
0.0,0.488962472406181,0.22916666666666666,0.5604026845637583,0.036269430051813475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.10136157337367625,0.46909492273730685,0.6874999999999999,0.08389261744966443,0.1139896373056995,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
0.017650025214321734,0.760485651214128,0.4583333333333333,0.9832214765100671,0.027202072538860103,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.28593040847201207,0.8068432671081679,0.8958333333333333,0.9228187919463087,0.30181347150259064,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.016641452344931917,0.9724061810154526,0.8958333333333333,0.1778523489932886,0.036269430051813475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.0,0.9867549668874173,0.9999999999999999,0.46308724832214765,0.002590673575129536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09127584467977812,0.5871964679911701,0.6666666666666666,0.1778523489932886,0.0984455958549223,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.05648008068582954,0.7737306843267109,0.3541666666666667,0.8087248322147651,0.08937823834196892,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.20827029752899648,0.43708609271523174,0.3125,0.0,0.22538860103626943,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0.18204740292486132,0.4525386313465784,0.6458333333333333,0.20134228187919465,0.19689119170984457,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.20827029752899648,0.9403973509933777,0.04166666666666667,0.7181208053691276,0.20595854922279794,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.4227373068432671,0.6041666666666666,0.05369127516778524,0.031088082901554404,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.02773575390821987,0.7516556291390729,0.3541666666666667,0.033557046979865765,0.06347150259067358,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0005042864346949064,0.9315673289183223,0.7708333333333333,0.21812080536912754,0.016839378238341973,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2506303580433686,0.718543046357616,0.7291666666666666,0.1778523489932886,0.27461139896373055,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.16389309127584467,0.49889624724061815,0.375,0.04697986577181208,0.17746113989637308,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.02773575390821987,0.6843267108167772,0.7291666666666666,0.9429530201342282,0.025906735751295346,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.3414019162884518,0.6225165562913908,0.7083333333333333,0.04697986577181208,0.3626943005181348,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.4079677256681795,0.8333333333333335,0.375,0.17449664429530204,0.3976683937823834,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
0.3514876449823499,0.816777041942605,0.3125,0.15771812080536915,0.3393782383419689,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.04488149268784669,0.7560706401766005,0.2708333333333333,0.02348993288590604,0.06217616580310881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20827029752899648,0.6015452538631347,0.2916666666666667,0.8456375838926175,0.23186528497409328,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.05648008068582954,0.8951434878587198,0.9583333333333333,0.9832214765100671,0.06865284974093265,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.05597579425113464,0.8200883002207506,0.5416666666666666,0.34563758389261745,0.07642487046632125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.10237014624306606,0.6490066225165564,0.9791666666666666,0.33221476510067116,0.10103626943005181,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.17700453857791226,0.7295805739514349,0.4583333333333333,0.3859060402684564,0.17746113989637308,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.7448310640443772,0.6280353200883002,0.0,0.3053691275167786,0.7215025906735751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
0.013111447302067572,0.4558498896247241,0.8124999999999999,0.4697986577181208,0.04922279792746115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2637418053454362,0.9437086092715233,0.12499999999999999,0.6879194630872483,0.2772020725388601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.5960264900662253,0.10416666666666667,0.14429530201342283,0.006476683937823836,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
0.3454362077660111,0.762693156732892,0.5208333333333333,0.28187919463087246,0.3432642487046632,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0.02773575390821987,0.8476821192052981,0.08333333333333333,0.5637583892617449,0.054404145077720206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18204740292486132,0.5397350993377484,0.3958333333333333,0.8859060402684564,0.19818652849740934,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3514876449823499,0.38852097130242824,0.3958333333333333,0.9295302013422818,0.3484455958549223,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.09127584467977812,0.7483443708609273,0.6249999999999999,0.5067114093959731,0.11139896373056996,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.929399899142713,0.6777041942604857,0.0625,0.2953020134228188,0.9158031088082902,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.060010085728693895,0.7483443708609273,0.7499999999999999,0.2651006711409396,0.06994818652849741,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023197175995965706,0.5386313465783665,0.10416666666666667,0.2684563758389262,0.05569948186528498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0226928895612708,0.8145695364238411,0.04166666666666667,0.2651006711409396,0.03756476683937825,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0.023197175995965706,0.4183222958057396,0.3541666666666667,0.3557046979865772,0.04922279792746115,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.19818456883509833,0.858719646799117,0.6458333333333333,0.6342281879194631,0.21632124352331608,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.3797276853252647,0.7913907284768213,0.12499999999999999,0.6241610738255033,0.4015544041450777,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.27786182551689353,0.15673289183222955,0.6458333333333333,0.5906040268456376,0.28886010362694303,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.02773575390821987,0.49779249448123625,0.9999999999999999,0.3187919463087248,0.038860103626943004,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09127584467977812,0.5618101545253864,0.04166666666666667,0.9228187919463087,0.10751295336787564,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0.016641452344931917,0.7251655629139074,0.7499999999999999,0.5469798657718121,0.025906735751295346,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013111447302067572,0.33002207505518766,0.16666666666666666,0.825503355704698,0.03756476683937825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.09833585476550681,0.9448123620309051,0.7083333333333333,0.17449664429530204,0.1295336787564767,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0.934442763489662,0.6600441501103754,0.6458333333333333,0.36241610738255037,0.9261658031088082,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0.10136157337367625,0.8763796909492274,0.7083333333333333,0.9731543624161074,0.13471502590673576,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0.07413010590015129,0.4823399558498896,0.7083333333333333,0.16442953020134227,0.10751295336787564,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0005042864346949064,0.577262693156733,0.9166666666666666,0.010067114093959731,0.015544041450777202,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.7527593818984549,0.5208333333333333,0.6912751677852349,0.018134715025906738,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.4553706505295007,0.8543046357615894,0.10416666666666667,0.4429530201342282,0.4676165803108808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.04488149268784669,0.36534216335540837,0.3541666666666667,0.5134228187919463,0.05569948186528498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3414019162884518,0.8841059602649007,0.6041666666666666,0.8053691275167785,0.32901554404145084,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.129601613716591,0.7924944812362033,0.3958333333333333,0.15100671140939598,0.12694300518134716,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0226928895612708,0.7913907284768213,0.3333333333333333,0.040268456375838924,0.04145077720207255,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
0.07413010590015129,0.8465783664459163,0.49999999999999994,0.2718120805369128,0.08031088082901555,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0.013111447302067572,0.5342163355408389,0.18749999999999997,0.6442953020134228,0.022020725388601038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0075642965204236,0.7439293598233996,0.020833333333333332,0.8053691275167785,0.007772020725388601,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.013111447302067572,0.2582781456953643,0.9374999999999999,0.24832214765100669,0.018134715025906738,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.017650025214321734,0.9006622516556292,0.9791666666666666,0.953020134228188,0.024611398963730574,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
0.20827029752899648,0.6401766004415013,0.4166666666666667,0.20805369127516782,0.22279792746113988,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7226424609178013,0.6368653421633556,0.4791666666666667,0.8624161073825503,0.7007772020725389,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7226424609178013,0.9128035320088302,0.20833333333333331,0.5671140939597316,0.7253886010362695,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.058497226424609174,0.6423841059602651,0.8333333333333333,0.6711409395973155,0.05569948186528498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0,0.7715231788079471,0.0,0.5738255033557047,0.012953367875647673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.10136157337367625,0.8443708609271524,0.5208333333333333,0.9630872483221476,0.13212435233160622,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0.010085728693898134,0.6677704194260486,0.49999999999999994,0.5536912751677853,0.012953367875647673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2748361069087241,0.7682119205298014,0.08333333333333333,0.45637583892617456,0.27979274611398963,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.929399899142713,0.9437086092715233,0.5624999999999999,0.9899328859060402,0.9041450777202072,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.04488149268784669,0.8233995584988963,0.0625,0.9563758389261745,0.05569948186528498,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.9999999999999999,0.588300220750552,0.3541666666666667,0.24496644295302017,0.9792746113989638,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.013111447302067572,0.8675496688741723,0.20833333333333331,0.3422818791946309,0.033678756476683946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.010085728693898134,0.7505518763796911,0.8124999999999999,0.16778523489932887,0.027202072538860103,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
0.023197175995965706,0.4547461368653422,0.5833333333333333,0.2684563758389262,0.03756476683937825,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0075642965204236,0.6986754966887418,0.9583333333333333,0.5234899328859061,0.016839378238341973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09228441754916793,0.804635761589404,0.49999999999999994,0.24161073825503357,0.1217616580310881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.05597579425113464,0.598233995584989,0.9166666666666666,0.18791946308724833,0.07642487046632125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0.09833585476550681,0.9216335540838853,0.6874999999999999,0.050335570469798654,0.10880829015544041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.2748361069087241,0.4216335540838852,0.9166666666666666,0.9395973154362416,0.2914507772020726,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.30509329299041854,0.9083885209713026,0.375,0.4697986577181208,0.2940414507772021,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.27786182551689353,0.6788079470198677,0.18749999999999997,0.40604026845637586,0.2953367875647669,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.0,0.8852097130242828,0.7708333333333333,0.87248322147651,0.014248704663212437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.0005042864346949064,0.6412803532008831,0.10416666666666667,0.04697986577181208,0.034974093264248704,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.010085728693898134,0.16556291390728478,0.04166666666666667,0.8691275167785235,0.046632124352331605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.016137165910237013,0.6909492273730685,0.16666666666666666,0.7751677852348994,0.040155440414507776,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.21633888048411498,0.858719646799117,0.5624999999999999,0.8120805369127516,0.21373056994818654,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1427130610186586,0.8355408388520973,0.9583333333333333,0.7181208053691276,0.1645077720207254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.013111447302067572,0.26269315673289184,0.3958333333333333,0.46308724832214765,0.04145077720207255,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.017650025214321734,0.5165562913907286,0.16666666666666666,0.5067114093959731,0.027202072538860103,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06908724155320223,0.9105960264900664,0.6041666666666666,0.6879194630872483,0.0984455958549223,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.30509329299041854,0.40949227373068436,0.5416666666666666,0.09060402684563758,0.3316062176165804,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0075642965204236,0.6688741721854305,0.3958333333333333,0.20469798657718122,0.006476683937823836,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.7650025214321734,0.7726269315673291,0.4583333333333333,0.7953020134228188,0.7396373056994818,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.013111447302067572,0.7980132450331127,0.9374999999999999,0.3087248322147651,0.042746113989637305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
0.48058497226424607,0.5342163355408389,0.9166666666666666,0.06711409395973154,0.4766839378238342,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.058497226424609174,0.9205298013245035,0.6666666666666666,0.31208053691275167,0.07124352331606218,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3040847201210287,0.8785871964679912,0.3541666666666667,0.1778523489932886,0.2992227979274612,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
0.20827029752899648,0.8896247240618103,0.6458333333333333,0.6946308724832214,0.23445595854922283,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0.013111447302067572,0.6291390728476822,0.0625,0.9328859060402684,0.034974093264248704,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.18507312153303077,0.9105960264900664,0.04166666666666667,0.6409395973154363,0.20595854922279794,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.17700453857791226,0.3841059602649007,0.16666666666666666,0.325503355704698,0.18652849740932642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.09833585476550681,0.5717439293598235,0.9166666666666666,0.8221476510067114,0.1062176165803109,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08825012607160868,0.4260485651214128,0.4583333333333333,0.8523489932885907,0.09715025906735753,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.05597579425113464,0.76158940397351,0.18749999999999997,0.2953020134228188,0.08419689119170985,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.38275340393343416,0.7262693156732892,0.9166666666666666,0.03691275167785235,0.3976683937823834,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0.15279878971255673,0.6158940397350995,0.10416666666666667,0.11073825503355704,0.16191709844559588,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0.097327281896117,0.793598233995585,0.4583333333333333,0.36912751677852346,0.11528497409326424,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.09833585476550681,0.6810154525386315,0.3125,0.013422818791946307,0.11528497409326424,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.023197175995965706,0.8896247240618103,0.4375,0.7348993288590605,0.032383419689119175,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
